-1.311865	-1.398814	10.929886	21	22	27
9.066828	3.078208	36.002937	31	30	35
15.773535	-8.261045	36.048855	26	29	42
17.887426	-13.363008	43.717472	170	169	177
-1.768571	7.507587	26.643595	5	44	12
7.102481	1.410874	38.652599	210	196	209
7.466228	0.865636	17.635220	173	174	179
8.351786	5.288658	37.704395	210	207	216
2.837342	1.715324	40.121658	16	3	0
7.687755	0.955141	17.998087	212	212	220
8.275048	0.895733	16.492622	49	47	55
7.863273	-10.848690	42.813625	201	211	213
7.922953	0.934686	15.997227	212	210	218
-2.886121	-3.070962	23.988111	209	213	217
4.953249	7.257397	28.500542	32	36	38
10.881460	-2.099686	19.208628	215	214	221
14.071571	-10.134792	40.246208	169	155	155
4.953246	-7.344475	39.942699	56	18	2
5.183409	-0.427266	48.681728	168	161	164
7.725570	-10.916329	42.056290	134	134	144
7.650157	4.156959	34.007736	129	125	134
6.948367	-11.452748	46.523006	22	21	24
14.773876	-10.229087	41.287975	152	140	142
16.251446	-6.566854	35.761841	22	19	29
4.588122	2.163872	44.702106	137	125	126
4.417848	-12.590234	43.375229	141	141	146
18.206350	-9.965583	48.540607	55	60	70
4.084615	-9.954700	40.838810	155	155	162
15.798773	-4.858269	33.719433	140	140	148
22.377354	-10.436572	42.731461	193	189	193
1.781179	-0.681529	46.482430	24	10	8
2.104839	-6.822258	33.279369	68	35	4
6.866846	-4.894575	32.970631	24	23	31
22.061031	-8.881748	42.277348	150	145	147
23.292570	-10.148650	48.051720	182	180	190
-5.029146	-2.845300	30.197269	0	38	0
4.822779	-12.855725	48.398479	189	188	192
8.352962	0.495415	19.970589	63	62	70
9.654229	1.810963	31.379490	121	101	103
7.628150	0.458427	18.883659	42	38	47
4.228027	6.162010	26.486050	25	24	31
15.955077	-3.230447	33.890259	146	146	158
10.398798	2.726375	43.428043	150	149	152
6.017590	6.337473	27.566317	40	33	42
19.381845	-8.735968	39.302246	176	176	184
18.312208	-3.093747	39.358475	133	135	142
9.114254	-8.687280	39.237026	177	167	162
16.425459	-6.032432	34.618935	191	180	189
9.892728	2.778646	40.050625	172	171	174
4.550723	-10.011500	42.870731	23	17	7
28.467825	-13.563378	48.664700	163	166	175
5.764035	5.902206	26.966471	38	34	39
