3.776305	-6.207888	19.808607	53	57	80
9.498401	-6.741448	32.488979	192	193	196
10.017418	-4.952639	26.765934	172	172	183
7.039612	-4.916189	27.107752	209	198	205
7.881589	-4.018013	23.213917	54	54	66
10.014396	-4.627297	26.905056	143	141	152
9.745169	-4.500110	26.472815	205	202	215
11.248502	-5.566213	32.354454	181	179	191
9.709805	-4.685334	28.324781	54	57	68
10.616925	-4.240867	25.572777	60	60	72
-4.486685	-3.352150	28.096819	68	69	74
-3.911775	-3.210608	26.909271	55	54	59
-4.496492	-3.470641	31.828087	214	211	217
-4.759270	-3.076737	28.692377	210	207	213
-4.260341	-3.751812	36.509171	69	66	72
-2.574830	-2.105388	22.528318	75	72	78
-5.283722	-2.617013	29.019430	53	50	56
7.724330	-12.014751	40.460442	55	55	77
13.483942	-3.518700	40.404606	44	43	49
10.443843	-4.344926	25.280128	31	31	43
14.314791	-0.076763	32.260674	26	23	31
13.693113	-0.078014	31.583689	10	10	20
13.938669	-0.205156	31.705311	8	8	16
26.077688	-13.924114	49.978878	15	7	14
26.537907	-14.024990	49.909462	34	33	36
4.604984	-3.373967	17.727976	12	15	21
4.736130	-5.973381	20.997358	42	40	52
17.196447	-3.771425	38.918488	40	30	31
13.521346	-2.876585	30.879206	173	163	164
13.579852	0.049019	31.617405	169	165	176
10.266047	1.455682	26.441187	135	128	131
3.845677	-2.640138	15.669397	51	42	46
27.032888	-13.697475	48.622097	208	200	216
7.571017	-5.426126	28.055676	155	160	164
5.697337	-4.790861	22.658579	39	36	45
4.905284	-5.076189	21.197790	64	60	62
9.475800	0.569700	36.676098	155	152	156
-11.702533	-8.725428	27.773783	148	145	149
7.911731	1.262998	31.395088	21	16	18
3.419265	-4.309492	15.468609	52	49	59
5.885478	-5.836508	23.958809	79	75	80
19.263426	-9.704415	34.624226	168	156	166
17.410896	-10.535115	45.317356	161	153	165
6.210367	-7.753696	24.545387	97	96	112
10.332378	1.120438	27.891815	141	138	143
9.835197	0.491981	36.362442	37	31	38
8.058222	-6.653929	28.974924	184	177	180
11.884160	1.164164	31.779646	147	147	154
-4.474436	-0.165374	9.895853	110	111	116
-3.381717	-2.594195	28.502632	42	39	45
-5.185197	-2.591138	28.405539	140	137	143
21.057745	-3.302099	37.836895	161	156	154
15.552170	-3.698530	41.460861	28	26	31
-8.393132	-2.993670	30.421953	115	119	123
15.611918	-3.814250	47.056789	158	154	157
7.856429	-3.281393	18.867949	201	201	212
12.545480	-6.167013	35.984325	181	179	191
14.872725	-3.211299	32.882801	20	13	12
17.999470	-3.968614	40.720974	29	19	22
25.818775	-13.079612	46.437222	208	200	216
5.621224	-7.096201	25.297932	94	89	98
22.340971	-11.960274	42.832218	49	41	47
-3.277136	-2.908736	28.215027	58	55	61
-0.023492	-0.122492	1.348364	163	122	133
-3.582034	-2.568166	28.989378	26	23	29
-5.588714	-3.594977	33.325359	210	207	213
15.775712	0.071903	36.799702	145	145	155
-4.564512	-3.530322	32.383263	211	210	215
7.578704	-1.470474	36.811512	22	23	20
-3.854763	-3.142917	26.427517	41	42	47
-4.433259	-3.283039	27.607012	133	132	137
13.004918	-2.748651	28.793859	136	129	128
4.533084	-4.522519	18.550922	60	59	62
9.570102	-9.940113	41.214809	65	60	62
9.671365	-0.254396	45.895767	32	28	23
16.166111	-0.194732	36.872925	49	52	61
5.458837	-6.299273	22.292746	68	64	76
8.575765	-6.453708	30.479519	191	189	193
15.919070	-0.105857	36.717724	68	71	80
4.761611	-3.406090	17.693436	155	160	164
7.301973	-5.383799	28.150974	74	75	83
8.993237	-4.465696	24.161058	169	169	179
4.079120	-2.902136	15.882822	161	150	157
9.113917	0.493066	33.935669	36	34	35
5.296103	-3.628299	19.809555	23	17	23
11.907904	-4.793598	28.769035	69	69	81
10.269588	-4.976092	29.959841	114	114	126
13.266144	2.025576	34.492161	135	128	131
24.433470	-10.653629	47.946262	167	158	160
6.576005	-4.478871	26.608044	107	98	102
8.863191	-4.111276	24.128120	197	193	206
8.780342	-4.470891	25.861477	94	94	106
11.505477	1.281211	31.110231	116	113	119
6.843960	1.064379	27.244326	74	69	71
10.241169	-5.236030	29.666800	58	55	67
5.934922	-4.986670	23.558943	39	36	45
7.110904	-4.715461	27.426851	36	27	31
9.753112	1.665771	25.358564	47	41	36
6.288148	-5.202968	22.622826	185	178	181
7.101519	0.436400	27.553654	113	111	112
9.939517	-3.908916	23.456860	197	197	209
13.459026	-3.222298	39.176769	133	131	136
11.719628	0.208244	27.358883	152	145	155
3.857096	-4.476246	15.922848	80	77	90
-5.249520	-2.592737	28.893858	81	78	84
-3.944576	-2.807837	31.396261	46	43	49
-3.428739	-2.650779	28.828903	58	55	61
9.960917	-3.922733	23.506617	197	197	209
5.816087	-6.152997	25.284979	104	99	102
8.325077	-1.965620	22.212660	119	116	122
10.458875	-4.271567	25.481256	45	45	57
9.560814	-4.639459	27.890640	70	70	82
13.395541	-3.503329	38.682224	30	30	38
-8.184905	-2.926975	29.661867	115	119	123
6.261031	-4.321745	25.489407	107	98	102
-3.611140	-3.090880	30.970789	81	78	84
-0.256546	-0.209228	1.766980	71	70	75
5.628412	-1.083169	27.493774	17	19	17
-6.092522	-3.833938	35.889534	202	199	205
22.691704	-9.952882	44.700390	89	81	83
-4.599465	-3.597811	32.785603	211	210	215
13.232479	2.280128	34.408653	30	24	20
-3.782794	-3.071516	25.870834	41	42	47
10.372118	1.502277	27.232885	137	130	133
6.905109	-2.876812	16.583910	202	202	212
6.076953	-5.121648	24.140724	98	94	103
-4.353400	-3.211133	27.048687	133	132	137
16.945835	-0.200004	38.657444	49	52	61
11.277648	-5.296755	30.784454	150	148	158
6.910491	-5.115680	26.552496	51	54	61
7.759943	-5.555623	28.836851	102	106	110
13.476356	0.253638	31.483147	151	145	154
7.965305	-3.960791	21.569813	172	172	182
6.602157	-4.700097	25.953403	210	198	205
10.916636	-4.583089	26.215836	178	176	187
12.924776	1.417125	34.890949	97	95	100
9.567019	-4.923832	27.673111	138	134	144
13.299766	0.068835	31.072815	163	160	170
9.110727	1.170603	34.492397	140	138	139
9.172450	-4.724840	26.991398	156	156	168
3.704751	-3.944677	16.220085	104	99	102
7.373656	-7.452257	30.310217	58	57	60
8.101064	-6.095443	27.768414	72	69	75
-3.381453	-2.412159	26.897949	46	43	49
6.987149	-3.551580	19.072573	108	108	118
8.536334	-4.396330	24.990103	184	182	194
10.845552	1.806202	28.211466	76	69	67
10.373693	1.455589	27.237082	142	134	139
8.371748	1.319995	33.122849	95	90	89
9.724358	-4.109002	23.386000	161	159	168
19.420897	0.359401	44.454395	78	71	81
8.073553	-5.856637	28.009985	145	146	149
13.537180	-0.208732	30.954754	62	65	74
3.523362	-2.652028	13.720236	51	54	61
8.445395	-5.955605	30.773310	162	166	168
8.213479	-1.538697	40.189621	17	19	17
6.484838	-4.690059	25.610365	160	147	155
7.849567	-5.375843	29.360304	45	39	45
14.152386	-7.993452	43.691479	91	84	96
