10.689945	-12.637958	39.706547	105	101	119
11.611821	-7.270407	41.361286	29	27	32
-22.986422	-14.313815	45.651234	151	145	150
-22.520624	-14.313130	45.643837	155	152	158
8.202739	-12.584791	39.821331	34	39	66
17.930534	-2.760303	37.500164	158	148	146
-9.006834	-5.555883	45.821568	185	181	185
16.957756	4.555866	40.200485	46	39	37
8.354912	-11.920171	39.774281	48	52	89
17.040911	4.341525	40.583221	126	119	122
8.089561	-11.198418	37.684566	165	166	181
20.018282	5.064457	47.730190	119	112	114
7.628511	-11.119719	37.684196	43	40	70
16.511389	4.060870	38.982426	126	119	122
-22.751085	-5.362973	47.601776	159	153	159
16.291937	-5.600966	38.618977	30	32	43
10.685773	-11.417315	39.693684	90	91	113
17.378206	-5.676653	38.579998	34	34	46
20.562525	-10.580256	36.744686	123	115	121
15.327971	-6.067039	41.148907	47	50	61
17.610807	-5.754646	38.571526	82	82	94
-9.136161	-4.485262	49.678280	91	90	95
-9.777748	-4.351523	49.348602	75	73	78
16.299692	-5.839922	38.635929	135	134	145
17.376280	-6.620345	43.269299	176	176	188
9.472015	-10.057622	35.728371	184	182	193
8.915144	-10.563006	37.605198	23	23	35
15.209502	-5.842455	38.670780	48	46	58
14.190949	-5.842790	38.690495	194	194	206
10.586944	-12.593904	44.754398	94	90	100
-8.929691	-4.382312	49.652828	108	105	111
18.540709	-6.388520	41.006496	29	28	40
15.697064	-6.044674	39.183998	193	190	202
21.381535	-10.773388	38.314667	22	16	21
11.608498	3.251871	40.797813	104	97	100
19.145329	-9.725791	35.085037	17	9	17
18.109999	-3.051533	36.910995	34	28	28
10.206045	-5.996463	38.979202	68	60	63
13.703714	3.802225	48.265408	102	97	99
15.175298	-6.492708	41.188015	43	43	55
15.873678	-2.960939	36.794567	21	21	19
-8.909682	-3.351382	43.955837	191	188	194
17.275164	-2.802329	36.206779	155	145	145
22.659058	-11.155495	40.484100	113	108	118
11.637973	2.109124	41.181202	25	22	28
12.285501	-7.512539	44.153095	185	177	182
13.923600	-2.561309	35.142395	118	118	124
15.827435	-6.883666	39.577003	36	39	50
12.832915	-7.788393	44.175053	127	126	131
19.110849	1.223614	39.730488	39	35	43
18.604605	1.223418	39.689171	37	36	46
20.325613	1.120864	42.640850	5	5	15
9.483630	1.079635	41.820309	44	40	32
11.773955	0.549424	39.703846	47	22	27
10.748875	-6.499418	36.953571	166	167	170
9.697491	-8.837255	37.408649	60	54	60
