5.962746	-5.691650	43.237972	130	130	141
16.632778	3.528970	33.463169	113	103	98
1.467106	-2.606443	23.933908	54	48	53
23.241085	0.157395	42.562000	176	166	159
0.347225	-4.976896	24.473112	209	199	194
12.627985	2.485533	27.290554	43	31	27
13.743109	-0.076262	31.258713	218	201	188
16.437475	-11.499079	38.104103	138	127	136
10.760438	-7.510458	24.934265	181	170	178
-0.455554	-2.858571	24.335155	11	20	20
18.611006	3.788719	36.288456	151	141	140
5.411904	-0.349063	27.686289	194	187	199
23.844954	0.616971	44.002457	152	143	139
0.653337	-7.188893	35.727692	68	62	60
17.557003	0.424754	32.366787	176	165	162
0.655839	-4.282902	21.485022	58	59	59
9.215532	-1.059552	38.757278	102	95	98
14.102906	-1.983405	29.353867	230	197	150
4.978993	-0.851031	25.717247	166	155	162
-16.372995	2.246712	47.670635	73	49	24
17.314808	2.131005	33.646870	175	166	162
17.980055	2.234064	35.322380	174	164	162
1.254003	-1.918957	19.092579	167	156	165
17.120283	1.670375	33.571751	192	177	175
1.341069	-2.928937	24.215063	151	149	146
15.628664	-11.288664	35.720890	166	156	155
-0.193345	-2.229886	18.107086	20	16	10
3.176647	-5.937595	30.474674	38	26	21
14.034099	-9.571633	32.507465	179	159	161
20.998249	1.101697	39.328285	162	151	148
-11.181362	3.948368	27.093864	182	140	81
15.939327	-5.626350	36.924675	166	160	156
18.554350	4.103651	36.113480	141	130	123
13.154156	-1.984918	33.731602	164	157	163
-14.075774	4.909257	31.459295	76	26	1
7.955471	-5.501174	41.892185	68	38	6
16.361757	3.759358	32.862026	152	142	141
5.197075	-3.289682	24.784996	38	18	5
17.317495	1.386925	31.962126	165	158	158
0.075912	-2.294292	22.160757	83	83	81
13.897430	-0.013508	32.831154	73	67	73
-0.203239	-2.202580	24.942770	173	176	168
5.377483	-5.461203	42.106388	4	30	32
11.872543	-0.228415	36.565788	159	165	183
-1.487547	-1.782967	28.160280	8	16	32
19.300869	-6.144772	48.875324	49	32	6
-0.761839	-5.322857	42.031116	182	181	174
20.178200	6.954862	35.586132	133	128	127
-21.958879	-3.383194	47.728470	134	136	152
-0.038618	-2.340229	19.686239	95	98	107
1.173634	-2.365085	17.438038	18	34	46
9.655688	-0.524659	34.931412	168	169	194
16.683796	0.877076	31.019794	156	145	142
-8.187519	4.381005	34.317448	142	118	94
15.441423	-3.841136	32.416100	143	127	110
12.735771	2.710059	27.586012	184	177	176
4.245594	-2.903959	32.058945	67	64	81
19.964403	2.541248	37.673340	156	143	140
12.266108	-1.990155	32.059963	79	60	47
14.562297	4.098948	31.379955	143	133	136
14.548168	-7.929609	46.852619	136	132	125
9.226201	-11.118195	40.051876	161	160	163
1.582869	-4.496813	22.810226	83	91	71
12.852834	-6.456877	42.369072	40	31	27
11.576683	2.265138	25.012886	43	31	27
-6.663863	-3.307644	41.212952	81	81	92
19.530621	2.435571	38.037334	188	178	174
19.005533	1.550034	35.110939	170	163	163
18.179537	3.740428	35.512947	142	132	132
24.935463	0.650466	46.034180	44	38	33
-11.518704	4.050376	27.903952	170	135	77
21.620701	0.106354	39.769135	177	171	162
22.091545	2.185747	43.361790	138	119	118
13.971469	-9.617056	32.392494	153	141	149
22.350721	1.983073	42.120701	94	92	93
12.668877	-0.181293	39.027107	129	137	166
16.305939	3.703474	32.812248	142	133	131
18.307829	4.032202	35.766891	170	159	152
6.161123	-0.401983	31.537054	179	172	182
9.744208	-0.540653	35.563457	205	201	203
6.494377	-0.750274	27.413021	112	105	108
0.686154	-1.061974	19.363075	243	236	248
13.316483	-1.863736	28.022846	255	223	217
13.841310	-9.628882	31.907801	181	170	178
1.801254	-3.244344	29.865191	103	96	96
-0.653536	-3.189298	28.983404	188	198	190
