0.999846	-0.016820	0.004986	0.016798	0.999849	0.004374	-0.005059	-0.004289	0.999978	-0.364705	-0.035992	0.930427
0.999925	-0.007465	0.009712	0.007474	0.999972	-0.000940	-0.009704	0.001012	0.999952	-0.257954	-0.076251	0.963144
0.999430	-0.001868	-0.033709	0.001695	0.999985	-0.005151	0.033718	0.005091	0.999418	-0.709813	-0.178780	0.681325
0.999695	0.000984	-0.024679	-0.001004	0.999999	-0.000799	0.024679	0.000823	0.999695	-0.942769	-0.112128	0.314029
0.999992	0.003577	0.001917	-0.003569	0.999985	-0.004097	-0.001932	0.004090	0.999990	-0.152702	-0.380447	0.912109
0.999995	0.003080	0.000383	-0.003081	0.999995	0.000286	-0.000382	-0.000287	1.000000	-0.155402	-0.169839	0.973142
0.999990	-0.002457	0.003721	0.002476	0.999984	-0.005102	-0.003709	0.005111	0.999980	-0.096013	-0.125747	0.987405
0.999940	-0.002851	0.010537	0.002881	0.999992	-0.002806	-0.010529	0.002836	0.999941	-0.015552	-0.144971	0.989314
0.999979	-0.005716	0.003079	0.005717	0.999984	-0.000324	-0.003077	0.000342	0.999995	-0.156440	-0.147147	0.976665
0.999868	-0.010198	0.012651	0.010120	0.999930	0.006208	-0.012713	-0.006079	0.999901	0.030294	0.051045	0.998237
0.999888	-0.012062	0.008895	0.012087	0.999923	-0.002773	-0.008861	0.002880	0.999957	-0.454246	-0.279584	0.845868
0.999942	-0.010403	0.002763	0.010406	0.999945	-0.001044	-0.002752	0.001072	0.999996	-0.330128	-0.176724	0.927245
0.999970	-0.006713	0.003984	0.006692	0.999963	0.005324	-0.004019	-0.005298	0.999978	-0.171310	0.008638	0.985179
0.999999	0.001343	0.000477	-0.001341	0.999995	-0.002866	-0.000481	0.002865	0.999996	-0.189695	-0.339088	0.921431
0.999954	-0.003256	0.009043	0.003231	0.999991	0.002765	-0.009052	-0.002736	0.999955	0.076158	-0.270731	0.959638
0.999999	-0.000819	0.000742	0.000819	0.999999	0.000621	-0.000742	-0.000620	1.000000	-0.022111	-0.252457	0.967356
0.999986	-0.000554	0.005204	0.000541	0.999997	0.002501	-0.005205	-0.002498	0.999983	0.132517	-0.046606	0.990084
0.999971	-0.001388	0.007554	0.001383	0.999999	0.000741	-0.007555	-0.000731	0.999971	0.056713	-0.141665	0.988289
0.999958	-0.003942	0.008287	0.003878	0.999963	0.007649	-0.008316	-0.007617	0.999936	0.215308	0.087442	0.972624
0.999968	-0.004430	0.006688	0.004419	0.999989	0.001606	-0.006695	-0.001577	0.999976	-0.043697	-0.207325	0.977296
0.999955	-0.009497	0.000402	0.009500	0.999936	-0.006198	-0.000343	0.006201	0.999981	-0.384333	-0.410684	0.826817
0.999964	-0.005905	0.006037	0.005908	0.999982	-0.000506	-0.006034	0.000542	0.999982	-0.041805	-0.130128	0.990615
0.999648	0.001828	0.026453	-0.002701	0.999451	0.033023	-0.026378	-0.033083	0.999104	0.544013	0.726397	0.419996
0.999972	-0.007312	-0.001816	0.007311	0.999973	-0.001042	0.001824	0.001029	0.999998	-0.370356	-0.195198	0.908149
0.999972	0.002743	0.006903	-0.002749	0.999996	0.000739	-0.006901	-0.000758	0.999976	0.085769	-0.309410	0.947053
0.999992	0.002384	0.003353	-0.002374	0.999993	-0.002949	-0.003360	0.002941	0.999990	-0.048782	-0.392062	0.918645
0.999999	-0.001071	0.000875	0.001068	0.999993	0.003610	-0.000879	-0.003609	0.999993	0.040133	0.028074	0.998800
0.999976	0.001663	0.006681	-0.001653	0.999997	-0.001561	-0.006684	0.001550	0.999976	0.095454	-0.209134	0.973217
0.999986	0.000460	0.005218	-0.000425	0.999978	-0.006632	-0.005221	0.006630	0.999964	-0.200802	-0.547750	0.812187
0.999818	-0.002204	0.018953	0.002139	0.999992	0.003450	-0.018961	-0.003409	0.999814	0.071917	-0.358548	0.930737
0.999563	-0.012837	0.026630	0.012748	0.999913	0.003490	-0.026672	-0.003149	0.999639	-0.299691	-0.186714	0.935587
0.999941	-0.008410	0.006894	0.008384	0.999958	0.003730	-0.006925	-0.003672	0.999969	-0.255675	-0.078793	0.963546
0.999992	-0.003556	0.002018	0.003551	0.999991	0.002118	-0.002026	-0.002111	0.999996	-0.243239	-0.153737	0.957706
0.999905	0.013387	0.003177	-0.013384	0.999910	-0.000997	-0.003190	0.000954	0.999994	-0.202475	-0.502028	0.840816
0.999991	0.004042	-0.000849	-0.004011	0.999407	0.034206	0.000986	-0.034202	0.999414	-0.081316	0.889844	0.448960
0.999920	0.009986	0.007783	-0.010003	0.999948	0.002109	-0.007761	-0.002186	0.999967	0.094965	-0.074430	0.992694
0.999964	0.006948	0.004812	-0.006959	0.999973	0.002223	-0.004796	-0.002256	0.999986	0.018567	-0.166570	0.985855
0.999951	-0.000777	0.009848	0.000725	0.999986	0.005269	-0.009852	-0.005262	0.999938	0.180283	-0.039570	0.982818
0.999964	-0.006181	-0.005854	0.006134	0.999949	-0.008027	0.005903	0.007991	0.999951	-0.455712	-0.542208	0.705930
0.999946	-0.003317	0.009892	0.003331	0.999993	-0.001492	-0.009887	0.001525	0.999950	-0.058890	-0.289464	0.955376
0.999978	-0.006227	0.002271	0.006230	0.999980	-0.000984	-0.002265	0.000998	0.999997	-0.235403	-0.148508	0.960485
0.999997	-0.002325	0.001053	0.002324	0.999997	0.000249	-0.001054	-0.000246	0.999999	-0.217338	-0.128700	0.967574
0.999974	-0.000989	0.007211	0.000976	0.999998	0.001841	-0.007212	-0.001834	0.999972	0.065489	-0.145481	0.987191
0.999972	0.000315	-0.007414	-0.000273	0.999983	0.005746	0.007415	-0.005744	0.999956	-0.421966	-0.120718	0.898539
1.000000	0.000615	0.000253	-0.000617	0.999989	0.004670	-0.000250	-0.004670	0.999989	0.222916	-0.142621	0.964348
0.999988	0.000005	-0.004936	0.000004	0.999998	0.001952	0.004936	-0.001952	0.999986	0.043254	-0.220984	0.974318
0.999973	0.003085	0.006653	-0.003115	0.999986	0.004388	-0.006640	-0.004409	0.999968	0.359049	0.026602	0.932939
0.999993	0.001107	0.003516	-0.001132	0.999974	0.007055	-0.003508	-0.007059	0.999969	0.159293	0.038021	0.986499
0.999972	0.000535	-0.007400	-0.000465	0.999955	0.009525	0.007405	-0.009522	0.999927	-0.263795	-0.109675	0.958323
1.000000	-0.000182	-0.000581	0.000183	1.000000	0.000753	0.000581	-0.000753	1.000000	-0.053866	-0.260045	0.964093
0.999981	0.001052	-0.006113	-0.001019	0.999984	0.005480	0.006119	-0.005474	0.999966	-0.240674	-0.053862	0.969110
0.999997	-0.000207	-0.002260	0.000209	1.000000	0.000770	0.002259	-0.000771	0.999997	0.000131	-0.148865	0.988857
0.999946	0.004925	-0.009122	-0.004883	0.999978	0.004589	0.009145	-0.004544	0.999948	-0.192057	-0.125419	0.973337
0.999965	0.007120	0.004327	-0.007135	0.999969	0.003430	-0.004303	-0.003461	0.999985	0.367413	-0.226682	0.902011
0.999996	0.002992	0.000031	-0.002992	0.999975	0.006476	-0.000011	-0.006476	0.999979	0.237807	-0.092307	0.966916
0.999908	0.004974	-0.012631	-0.004879	0.999959	0.007578	0.012669	-0.007515	0.999892	-0.086754	-0.084524	0.992638
1.000000	0.000033	-0.000175	-0.000032	0.999976	0.006899	0.000176	-0.006899	0.999976	0.206194	0.197269	0.958420
0.999998	-0.001829	0.000772	0.001828	0.999997	0.001640	-0.000775	-0.001639	0.999998	0.261996	-0.128827	0.956432
0.999994	0.000577	-0.003547	-0.000569	0.999997	0.002397	0.003549	-0.002395	0.999991	0.432427	-0.159668	0.887419
0.999794	-0.001171	-0.020283	0.001238	0.999994	0.003323	0.020279	-0.003347	0.999789	0.568636	-0.266770	0.778130
0.999997	-0.001894	-0.001825	0.001877	0.999954	-0.009389	0.001842	0.009386	0.999954	0.875477	-0.294159	0.383420
0.998558	0.000388	-0.053688	0.000080	0.999962	0.008711	0.053689	-0.008702	0.998520	0.351676	0.154468	0.923290
0.999903	0.011648	-0.007668	-0.011481	0.999704	0.021467	0.007916	-0.021376	0.999740	0.901095	0.384972	0.199558
0.999980	0.002819	-0.005734	-0.002831	0.999994	-0.002018	0.005728	0.002034	0.999982	0.918814	-0.066570	0.389036
0.998761	0.012731	-0.048109	-0.012554	0.999913	0.003978	0.048155	-0.003369	0.998834	0.318899	0.148426	0.936095
0.999437	0.022461	-0.024920	-0.022190	0.999692	0.011094	0.025162	-0.010535	0.999628	0.931514	0.141781	0.334934
0.997727	0.018052	-0.064927	-0.017849	0.999834	0.003706	0.064983	-0.002538	0.997883	0.023148	0.032489	0.999204
0.998162	0.015998	-0.058460	-0.015721	0.999863	0.005190	0.058535	-0.004261	0.998276	0.314243	0.073778	0.946471
0.997922	0.018855	-0.061612	-0.018738	0.999821	0.002474	0.061647	-0.001314	0.998097	0.153533	-0.116592	0.981241
0.995386	0.026430	-0.092236	-0.025546	0.999616	0.010759	0.092485	-0.008353	0.995679	0.060810	0.085832	0.994452
0.996019	0.029954	-0.083956	-0.030108	0.999546	-0.000568	0.083901	0.003093	0.996469	0.102063	-0.143617	0.984356
0.998555	0.005846	-0.053411	-0.005631	0.999975	0.004187	0.053434	-0.003880	0.998564	-0.289457	0.154338	0.944667
0.999597	0.009046	-0.026925	-0.008964	0.999955	0.003183	0.026952	-0.002940	0.999632	0.629239	0.048512	0.775696
0.999267	0.008098	-0.037412	-0.008065	0.999967	0.001038	0.037419	-0.000736	0.999299	0.074610	-0.044325	0.996227
0.997788	0.012423	-0.065302	-0.012276	0.999921	0.002644	0.065329	-0.001837	0.997862	0.172058	-0.041282	0.984221
0.999657	0.005941	-0.025506	-0.005681	0.999931	0.010241	0.025565	-0.010092	0.999622	0.510160	0.060915	0.857919
0.998326	0.001069	-0.057826	-0.000692	0.999978	0.006542	0.057831	-0.006491	0.998305	0.110187	0.034935	0.993297
0.998877	0.010235	-0.046264	-0.010112	0.999945	0.002897	0.046291	-0.002426	0.998925	-0.008475	-0.048659	0.998780
0.998349	0.008450	-0.056812	-0.007929	0.999925	0.009379	0.056887	-0.008913	0.998341	0.388713	0.122804	0.913138
0.996999	0.014964	-0.075956	-0.014869	0.999888	0.001814	0.075974	-0.000680	0.997110	-0.839470	-0.099953	0.534134
0.999146	0.001003	-0.041316	-0.000881	0.999995	0.002949	0.041319	-0.002910	0.999142	0.293503	0.019795	0.955753
0.997080	0.016867	-0.074482	-0.016572	0.999852	0.004583	0.074548	-0.003336	0.997212	-0.222377	-0.014329	0.974855
0.998841	0.006390	-0.047708	-0.006291	0.999978	0.002218	0.047722	-0.001915	0.998859	-0.204024	-0.000960	0.978965
0.998300	-0.003026	-0.058202	0.002941	0.999994	-0.001544	0.058206	0.001370	0.998304	-0.960979	-0.084006	0.263557
0.995760	0.004481	-0.091885	-0.003797	0.999964	0.007625	0.091916	-0.007243	0.995740	-0.807866	-0.034923	0.588330
0.998286	0.006357	-0.058185	-0.005945	0.999956	0.007245	0.058229	-0.006887	0.998280	-0.367858	0.000266	0.929882
0.999130	-0.000330	-0.041693	0.006381	0.989400	0.145074	0.041203	-0.145214	0.988542	0.047888	0.972282	0.228853
0.999959	-0.001285	-0.008934	0.002236	0.994232	0.107229	0.008745	-0.107245	0.994194	0.011208	0.997657	-0.067484
0.956645	0.016146	0.290808	-0.020591	0.999713	0.012232	-0.290527	-0.017690	0.956703	0.956972	0.034742	0.288094
0.999884	0.014220	-0.005515	-0.012888	0.981117	0.192983	0.008155	-0.192890	0.981187	0.044628	0.994192	0.097927
0.999459	0.032724	0.003372	-0.032874	0.989669	0.139554	0.001230	-0.139589	0.990209	0.048854	0.995835	0.076984
0.998852	0.018072	0.044366	-0.039171	0.841271	0.539192	-0.027580	-0.540311	0.841013	0.062618	0.971791	0.227380
0.999930	-0.004708	-0.010876	0.004049	0.998201	-0.059826	0.011138	0.059778	0.998150	-0.057852	-0.931419	0.359321
0.999859	0.004723	-0.016103	-0.004245	0.999553	0.029586	0.016235	-0.029514	0.999433	-0.039476	0.656976	0.752877
0.999824	0.008970	-0.016476	-0.009616	0.999170	-0.039588	0.016107	0.039740	0.999080	-0.052203	-0.970653	0.234752
0.999968	-0.004120	-0.006856	0.004035	0.999914	-0.012472	0.006907	0.012444	0.999899	-0.085086	-0.768434	0.634248
0.998376	0.054047	0.018015	-0.056967	0.950504	0.305444	-0.000615	-0.305974	0.952040	0.042053	0.995463	0.085357
0.999537	0.018675	-0.024023	-0.017122	0.997846	0.063322	0.025154	-0.062882	0.997704	0.030493	0.958318	0.284073
0.999857	0.003267	-0.016615	-0.003020	0.999884	0.014916	0.016662	-0.014864	0.999751	0.445483	0.151474	0.882383
0.999662	0.015226	-0.021096	-0.014418	0.999176	0.037936	0.021657	-0.037619	0.999057	0.000045	0.939791	0.341751
0.995849	0.012586	0.090150	-0.013465	0.999867	0.009157	-0.090022	-0.010333	0.995886	0.916364	0.075236	0.393212
0.975093	-0.040892	-0.217994	0.040953	0.999152	-0.004242	0.217982	-0.004791	0.975941	-0.997549	-0.050209	-0.048732
0.996241	-0.064527	-0.057794	0.044001	0.951647	-0.304025	0.074618	0.300340	0.950909	-0.148151	-0.923465	0.353926
0.999216	-0.031080	-0.024517	0.029773	0.998205	-0.051964	0.026088	0.051193	0.998348	-0.149243	-0.923738	0.352754
0.999495	0.019748	-0.024885	-0.019949	0.999770	-0.007852	0.024724	0.008345	0.999659	-0.272182	-0.457033	0.846780
0.999414	-0.021496	-0.026637	0.019400	0.996875	-0.076575	0.028200	0.076014	0.996708	-0.190407	-0.952169	0.238995
0.999829	0.002536	-0.018310	-0.002660	0.999974	-0.006738	0.018293	0.006785	0.999810	-0.327446	-0.375185	0.867188
0.999738	0.022866	0.000757	-0.022865	0.997435	0.067831	0.000796	-0.067830	0.997697	0.034511	0.975840	0.215741
0.999896	-0.010347	-0.010036	0.010190	0.999827	-0.015538	0.010195	0.015434	0.999829	-0.388250	-0.611777	0.689196
0.999991	-0.000511	-0.004189	0.000506	0.999999	-0.001383	0.004189	0.001381	0.999990	0.050658	-0.298521	0.953058
0.999969	-0.006916	0.003838	0.006726	0.998847	0.047543	-0.004163	-0.047516	0.998862	0.151051	0.950413	0.271842
0.999981	0.004188	-0.004445	-0.004195	0.999990	-0.001619	0.004438	0.001637	0.999989	0.074030	-0.398674	0.914100
0.999987	-0.004501	-0.002271	0.004571	0.999476	0.032058	0.002126	-0.032068	0.999483	0.013461	0.927159	0.374426
0.999997	0.002005	-0.001097	-0.002004	0.999998	0.000921	0.001099	-0.000919	0.999999	0.150318	-0.330997	0.931582
0.999971	-0.006024	-0.004679	0.006005	0.999974	-0.004034	0.004704	0.004006	0.999981	-0.030018	-0.317623	0.947742
0.999976	-0.003933	0.005626	0.003917	0.999988	0.002796	-0.005636	-0.002773	0.999980	0.233578	-0.106459	0.966492
0.999436	0.002436	-0.033507	-0.003087	0.999807	-0.019408	0.033453	0.019500	0.999250	-0.628676	-0.486094	0.607025
0.999998	-0.000340	-0.002057	0.000340	1.000000	0.000037	0.002057	-0.000037	0.999998	0.021953	-0.145190	0.989160
0.999992	0.001231	-0.003685	-0.001235	0.999999	-0.001180	0.003683	0.001185	0.999993	-0.121038	-0.231418	0.965296
0.999585	-0.004224	-0.028505	0.003533	0.999700	-0.024226	0.028599	0.024115	0.999300	-0.565162	-0.590784	0.575817
0.999971	0.006094	-0.004662	-0.006083	0.999979	0.002309	0.004676	-0.002281	0.999986	-0.103741	-0.373983	0.921615
0.999967	-0.007716	-0.002703	0.007698	0.999948	-0.006762	0.002755	0.006741	0.999973	-0.119481	-0.461458	0.879080
0.999982	0.005742	-0.001549	-0.005756	0.999943	-0.009002	0.001498	0.009011	0.999958	0.028126	-0.550914	0.834088
0.999959	0.000449	-0.009005	-0.000538	0.999951	-0.009897	0.009001	0.009901	0.999910	-0.248120	-0.598994	0.761342
0.999579	0.004596	-0.028637	-0.005301	0.999684	-0.024584	0.028515	0.024725	0.999288	-0.599115	-0.626866	0.498097
0.999988	0.004678	-0.001645	-0.004671	0.999980	0.004162	0.001664	-0.004155	0.999990	0.000278	-0.129082	0.991634
0.999924	0.001698	-0.012175	-0.001801	0.999962	-0.008472	0.012160	0.008494	0.999890	-0.534840	-0.513768	0.670812
0.999980	0.005730	0.002510	-0.005733	0.999983	0.000929	-0.002505	-0.000943	0.999996	0.077088	-0.174805	0.981581
0.999964	0.007879	-0.003166	-0.007845	0.999914	0.010534	0.003249	-0.010508	0.999940	0.042679	-0.273824	0.960832
0.999998	-0.000774	-0.001700	0.000761	0.999972	-0.007505	0.001706	0.007504	0.999970	-0.020376	-0.645755	0.763273
0.999996	0.002023	-0.001826	-0.002025	0.999998	-0.000661	0.001825	0.000664	0.999998	0.034203	-0.287195	0.957261
0.999988	0.004112	-0.002520	-0.004119	0.999988	-0.002687	0.002509	0.002698	0.999993	0.077185	-0.302420	0.950044
0.999980	0.001675	-0.006078	-0.001668	0.999998	0.001020	0.006080	-0.001010	0.999981	0.189984	-0.172123	0.966581
0.999832	-0.003480	-0.017982	0.003529	0.999990	0.002690	0.017973	-0.002753	0.999835	0.110188	-0.003116	0.993906
0.999857	0.004895	-0.016187	-0.004923	0.999986	-0.001684	0.016179	0.001763	0.999868	0.369932	-0.193807	0.908620
0.999772	0.007891	-0.019856	-0.007842	0.999966	0.002570	0.019876	-0.002414	0.999800	-0.137308	-0.056382	0.988922
0.998941	0.029007	-0.035723	-0.028987	0.999579	0.001080	0.035740	-0.000044	0.999361	0.052596	-0.213134	0.975606
0.998983	0.016172	-0.042090	-0.016868	0.999726	-0.016229	0.041816	0.016922	0.998982	-0.204637	-0.635129	0.744805
0.999285	0.013275	-0.035400	-0.013232	0.999911	0.001453	0.035416	-0.000984	0.999372	0.024818	-0.306920	0.951412
0.996473	0.013762	-0.082776	-0.012852	0.999851	0.011511	0.082923	-0.010406	0.996502	-0.516466	-0.019117	0.856094
0.998854	0.022008	-0.042503	-0.022080	0.999755	-0.001235	0.042466	0.002172	0.999096	0.090019	-0.258838	0.961717
0.999221	0.013934	-0.036920	-0.013816	0.999899	0.003460	0.036964	-0.002948	0.999312	0.180591	-0.263344	0.947648
0.999216	0.015231	-0.036553	-0.015096	0.999878	0.003958	0.036609	-0.003403	0.999324	0.071306	-0.156901	0.985037
0.999037	0.018224	-0.039916	-0.018138	0.999832	0.002524	0.039955	-0.001798	0.999200	-0.007879	-0.223565	0.974657
0.999336	0.015264	-0.033096	-0.015181	0.999881	0.002753	0.033134	-0.002249	0.999448	0.138471	-0.216721	0.966363
0.999374	0.012400	-0.033138	-0.012304	0.999920	0.003094	0.033174	-0.002684	0.999446	0.180929	-0.248513	0.951581
0.999170	0.011814	-0.038979	-0.010804	0.999603	0.026034	0.039271	-0.025592	0.998901	0.049767	0.413224	0.909269
0.999899	0.003287	-0.013825	-0.003448	0.999927	-0.011599	0.013786	0.011646	0.999837	0.275528	-0.743239	0.609656
